                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0165,                 5.5124,                 2.0061,                0.25696,                0.11597,                 0.1136,                0.04386,                 2.3628,                 2.9949,                 2.8148,             0.00065591,             0.00065591,             0.00065591
